# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PBRM1	PBRM1	NM_018313.5	protein_coding	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0
PBRM1	PBRM1	NM_181042.5	protein_coding	0	4	2	0	0	0	0	0	0	0	2	0	0	0	0	4	0
PDXDC1	PDXDC1	NM_001285444.2	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PDXDC1	PDXDC1	NM_001285445.2	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PDXDC1	PDXDC1	NM_001285447.1	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PDXDC1	PDXDC1	NM_001285448.1	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PDXDC1	PDXDC1	NM_001285449.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
PDXDC1	PDXDC1	NM_001285450.2	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
PDXDC1	PDXDC1	NM_001324019.2	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PDXDC1	PDXDC1	NM_001324020.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
PDXDC1	PDXDC1	NM_001324021.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0
PDXDC1	PDXDC1	NM_015027.4	protein_coding	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	1	0
PIK3CA	PIK3CA	NM_006218.4	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
POT1	POT1	NM_001042594.1	protein_coding	0	0	1	4	0	2	0	0	0	2	1	0	0	0	0	0	0
POT1	POT1	NM_015450.3	protein_coding	0	2	1	2	0	0	0	0	0	2	1	0	0	0	0	2	0
POT1	POT1	NR_003102.1		0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0
POT1	POT1	NR_003103.1		0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0
POT1	POT1	NR_003104.1		0	0	0	5	0	0	0	0	0	2	0	3	0	0	0	0	0
PRKDC	PRKDC	NM_001081640.2	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0
PRKDC	PRKDC	NM_006904.7	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0
PTK2	PTK2	NM_001199649.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001316342.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352694.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352695.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352696.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352697.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352698.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352699.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352700.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352701.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352702.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352703.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352704.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352705.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352706.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352707.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352708.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352709.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352710.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352711.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352712.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352713.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352714.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352715.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352716.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352717.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352718.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352719.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352720.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352721.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352722.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352723.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352724.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352725.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352726.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352727.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352728.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352729.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352730.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352731.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352732.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352733.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352734.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352735.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352736.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352737.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352738.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352739.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352740.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352741.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352742.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352743.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352744.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352745.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352746.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_001352747.2	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_005607.5	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NM_153831.4	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
PTK2	PTK2	NR_148036.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
PTK2	PTK2	NR_148037.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
PTK2	PTK2	NR_148038.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
PTK2	PTK2	NR_148039.2		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
RAD50	RAD50	NM_005732.4	protein_coding	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
RAD54B	RAD54B	NM_001205263.2	protein_coding	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0
RAD54B	RAD54B	NM_012415.3	protein_coding	1	3	1	0	0	0	0	0	0	0	1	0	0	0	1	3	0
RANBP2	RANBP2	NM_006267.5	protein_coding	0	4	6	0	0	0	0	0	0	0	6	0	0	0	0	4	0
RB1	RB1	NM_000321.2	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0
RECQL4	RECQL4	NM_004260.3	protein_coding	0	1	2	1	0	0	0	0	0	1	2	0	0	0	0	1	0
ROS1	ROS1	NM_002944.2	protein_coding	2	2	3	0	0	0	0	0	1	2	3	0	1	1	0	1	0
SETD2	SETD2	NM_001349370.2	protein_coding	0	3	8	1	0	0	1	0	0	2	7	0	0	1	0	2	0
SETD2	SETD2	NM_014159.6	protein_coding	0	3	8	1	0	0	1	0	0	2	7	0	0	1	0	2	0
SETD2	SETD2	NR_146158.2		0	1	0	11	0	0	0	0	0	2	0	10	0	1	0	0	0
SGO2	SGO2	NM_001160033.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0
SGO2	SGO2	NM_001160046.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0
SGO2	SGO2	NM_152524.6	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0
TP53BP1	TP53BP1	NM_001141979.3	protein_coding	0	4	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0
TP53BP1	TP53BP1	NM_001141980.3	protein_coding	0	4	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0
TP53BP1	TP53BP1	NM_001355001.2	protein_coding	0	3	1	1	0	1	0	0	0	1	1	0	0	1	0	2	0
TP53BP1	TP53BP1	NM_005657.4	protein_coding	0	4	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0
TSC1	TSC1	NM_000368.5	protein_coding	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0
TSC1	TSC1	NM_001162426.2	protein_coding	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0
TSC1	TSC1	NM_001162427.2	protein_coding	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0
TSC1	TSC1	NM_001362177.2	protein_coding	1	2	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0
TUBGCP4	TUBGCP4	NM_001286414.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP4	TUBGCP4	NM_014444.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
UBR1	UBR1	NM_174916.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
UBR4	UBR4	NM_020765.3	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ZNF276	ZNF276	NM_001113525.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ZNF276	NM_152287.4	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110122.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF276	ZNF276	NR_110126.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ZNF276	ZNF276	NR_110128.1		0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
ZNF276	ZNF276	NR_110129.2		0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
