# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
IDH1	IDH1	NM_001282387.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
IDH1	IDH1	NM_005896.3	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
IDH1-AS1	IDH1-AS1	NR_046452.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
JAK1	JAK1	NM_001320923.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321852.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321853.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321854.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321855.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321856.1	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_001321857.2	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
JAK1	JAK1	NM_002227.4	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
KDM5C	KDM5C	NM_001146702.1	protein_coding	1	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0
KDM5C	KDM5C	NM_001282622.2	protein_coding	1	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_001353978.2	protein_coding	1	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_001353979.2	protein_coding	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_001353981.2	protein_coding	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_001353982.2	protein_coding	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_001353984.1	protein_coding	1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NM_004187.4	protein_coding	1	0	0	4	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NR_148672.2		1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NR_148673.2		1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDM5C	KDM5C	NR_148674.2		1	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0
KDR	KDR	NM_002253.3	protein_coding	0	0	2	4	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
KLLN	KLLN	NM_001126049.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
KMT2C	KMT2C	NM_170606.3	protein_coding	4	7	11	10	0	0	0	0	0	0	0	2	12	11	0	0	0	2	1	2	5	0
KRAS	KRAS	NM_001369786.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
KRAS	KRAS	NM_001369787.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KRAS	KRAS	NM_004985.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KRAS	KRAS	NM_033360.4	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LETM1	LETM1	NM_012318.3	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC105371049	LOC105371049	NR_135175.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC115308161	LOC115308161	NR_163974.1		0	0	0	5	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2
LRP1B	LRP1B	NM_018557.3	protein_coding	0	10	4	20	0	0	0	0	0	0	0	0	24	4	0	0	0	4	0	0	6	0
LRRC14	LRRC14	NM_001272036.2	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
LRRC14	LRRC14	NM_014665.4	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
LRRC24	LRRC24	NM_001024678.4	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LRRC56	LRRC56	NM_198075.4	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
MDM2	MDM2	NM_001145337.3	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MDM2	MDM2	NM_001145339.2	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MDM2	MDM2	NM_001145340.3	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MDM2	MDM2	NM_001278462.2	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MDM2	MDM2	NM_001367990.1	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MDM2	MDM2	NM_002392.5	protein_coding	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0
MET	MET	NM_000245.4	protein_coding	0	3	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0
MET	MET	NM_001127500.3	protein_coding	0	3	1	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0
MET	MET	NM_001324401.2	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
MET	MET	NM_001324402.2	protein_coding	0	3	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0
MFSD3	MFSD3	NM_138431.3	protein_coding	0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
MFSD3	MFSD3	NR_130120.1		0	0	0	14	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
MIR10393	MIR10393	NR_162102.1		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MIR1225	MIR1225	NR_030646.1		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MIR1972-1	MIR1972-1	NR_036054.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR1972-2	MIR1972-2	NR_036265.1		0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR3912	MIR3912	NR_037474.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MIR4466	MIR4466	NR_039676.1		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
MIR6894	MIR6894	NR_106954.1		0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MIR6895	MIR6895	NR_106955.1		0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
MPL	MPL	NM_005373.3	protein_coding	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0
MRPS18C	MRPS18C	NM_001297767.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPS18C	MRPS18C	NM_001297769.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPS18C	MRPS18C	NM_001297770.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPS18C	MRPS18C	NM_016067.4	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MSH3	MSH3	NM_002439.5	protein_coding	1	1	7	4	0	0	1	0	1	0	0	1	5	5	0	0	0	3	0	0	0	0
MSH6	MSH6	NM_000179.2	protein_coding	0	2	4	6	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	0	1	0
MSH6	MSH6	NM_001281492.1	protein_coding	0	2	2	8	0	0	0	0	0	0	0	0	9	2	0	0	0	1	0	0	1	0
MSH6	MSH6	NM_001281493.1	protein_coding	0	1	0	11	0	4	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0
MSH6	MSH6	NM_001281494.1	protein_coding	0	1	0	11	0	2	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	3
MTOR	MTOR	NM_004958.4	protein_coding	0	7	1	6	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	7	0
MTOR-AS1	MTOR-AS1	NR_046600.1		0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
MTRNR2L2	MTRNR2L2	NM_001190470.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NEDD4	NEDD4	NM_001284338.1	protein_coding	0	2	4	8	0	0	0	1	0	0	0	0	10	3	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NM_001284339.1	protein_coding	0	2	4	8	0	0	0	1	0	0	0	0	10	3	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NM_001284340.1	protein_coding	0	2	4	8	0	0	0	1	0	0	0	0	10	3	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NM_001329212.2	protein_coding	0	2	3	9	0	0	0	1	0	0	0	0	11	2	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NM_006154.4	protein_coding	0	2	3	9	0	0	0	1	0	0	0	0	11	2	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NM_198400.3	protein_coding	0	2	3	9	0	0	0	0	0	0	0	0	11	3	0	0	0	2	0	0	0	0
NEDD4	NEDD4	NR_104302.1		0	2	0	12	0	0	0	0	0	0	0	0	10	0	4	0	0	2	0	0	0	0
NLRC3	NLRC3	NM_178844.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLRC3	NLRC3	NR_075083.3		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NPM1	NPM1	NM_001037738.3	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
NPM1	NPM1	NM_001355006.1	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NPM1	NPM1	NM_001355007.1	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NPM1	NPM1	NM_001355009.2	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
NPM1	NPM1	NM_001355010.1	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NPM1	NPM1	NM_002520.6	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NPM1	NPM1	NM_199185.3	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NPM1	NPM1	NR_149149.1		0	1	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0
NRAS	NRAS	NM_002524.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NTAN1	NTAN1	NM_001270766.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NTAN1	NTAN1	NM_001270767.1	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NTAN1	NTAN1	NM_173474.4	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
PANDAR	PANDAR	NR_109836.1		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PBRM1	PBRM1	NM_001350074.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001350075.2	protein_coding	4	3	5	2	0	0	0	0	1	0	0	4	4	4	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001350076.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001350077.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001350078.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001350079.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366070.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366071.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366072.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366073.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366074.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366075.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_001366076.2	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_018313.5	protein_coding	4	3	5	2	0	0	0	0	1	0	0	4	4	4	0	0	0	2	0	0	1	0
PBRM1	PBRM1	NM_181042.5	protein_coding	4	3	4	3	0	0	0	0	1	0	0	4	5	3	0	0	0	2	0	0	1	0
PDXDC1	PDXDC1	NM_001285444.2	protein_coding	0	6	2	6	0	0	0	0	0	0	0	0	8	2	0	0	0	2	0	0	4	0
PDXDC1	PDXDC1	NM_001285445.2	protein_coding	0	6	2	6	0	0	0	0	0	0	0	0	8	2	0	0	0	2	0	0	4	0
PDXDC1	PDXDC1	NM_001285447.1	protein_coding	0	7	2	5	0	0	0	0	0	0	0	0	7	2	0	0	0	2	0	0	5	0
PDXDC1	PDXDC1	NM_001285448.1	protein_coding	0	6	1	7	0	0	0	0	0	0	0	0	9	1	0	0	0	2	0	0	4	0
PDXDC1	PDXDC1	NM_001285449.1	protein_coding	0	4	2	8	0	0	0	0	0	0	0	0	9	2	0	0	0	1	0	0	3	0
PDXDC1	PDXDC1	NM_001285450.2	protein_coding	0	4	2	6	0	0	0	0	0	0	3	0	4	2	0	0	0	1	0	0	3	0
PDXDC1	PDXDC1	NM_001324019.2	protein_coding	0	7	2	5	0	0	0	0	0	0	0	0	7	2	0	0	0	2	0	0	5	0
PDXDC1	PDXDC1	NM_001324020.1	protein_coding	0	4	2	8	0	0	0	0	0	0	0	0	9	2	0	0	0	1	0	0	3	0
PDXDC1	PDXDC1	NM_001324021.1	protein_coding	0	3	2	9	0	0	0	0	0	0	0	0	10	2	0	0	0	1	0	0	2	0
PDXDC1	PDXDC1	NM_015027.4	protein_coding	0	7	2	5	0	0	0	0	0	0	0	0	7	2	0	0	0	2	0	0	5	0
PHF7	PHF7	NM_001278221.3	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PHF7	PHF7	NM_001321126.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PHF7	PHF7	NM_001321127.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PHF7	PHF7	NM_016483.7	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PIK3CA	PIK3CA	NM_006218.4	protein_coding	0	1	0	7	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0
PKD1	PKD1	NM_000296.4	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PKD1	PKD1	NM_001009944.3	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
POT1	POT1	NM_001042594.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
POT1	POT1	NM_015450.3	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
POT1	POT1	NR_003102.1		0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
POT1	POT1	NR_003103.1		0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
POT1	POT1	NR_003104.1		0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PRKDC	PRKDC	NM_001081640.2	protein_coding	3	3	1	7	0	0	0	0	0	0	0	1	9	1	0	0	0	2	0	2	1	0
PRKDC	PRKDC	NM_006904.7	protein_coding	3	3	1	7	0	0	0	0	0	0	0	1	9	1	0	0	0	2	0	2	1	0
PTEN	PTEN	NM_000314.8	protein_coding	1	0	0	6	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PTEN	PTEN	NM_001304717.5	protein_coding	2	0	3	2	0	1	0	0	0	0	0	1	2	3	0	1	1	0	0	0	0	0
PTEN	PTEN	NM_001304718.2	protein_coding	1	0	0	6	0	5	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001199649.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001316342.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352694.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352695.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352696.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352697.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352698.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352699.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352700.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352701.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352702.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352703.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352704.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352705.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352706.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352707.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352708.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352709.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352710.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352711.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352712.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352713.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352714.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352715.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352716.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352717.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352718.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352719.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352720.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352721.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352722.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352723.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352724.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352725.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352726.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352727.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352728.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352729.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352730.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352731.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352732.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352733.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352734.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352735.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352736.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352737.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352738.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352739.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352740.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352741.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352742.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352743.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352744.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352745.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352746.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352747.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352748.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352749.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352750.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352751.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_001352752.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_005607.5	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PTK2	PTK2	NM_153831.4	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
